bolum_kodu	bolum_adi	panel_id	panel_no	panel_baslik	tablo_no	sutun_0	Kontenjan	Yerle?en	Üniversite Türü	Genel	Okul Birincisi	?ehit ve Gazi Yak?n?	34 Ya? Üstü Kad?n	Depremzede Aday	Toplam Kontenjan	Toplam Yerle?en	Taban Puan	Ortalama Puan	Tavan Puan	Taban Ba?ar? S?ras?	Ortalama Ba?ar? S?ras?	Tavan Ba?ar? S?ras?	Yerle?enlerin ?kamet Ettikleri Bölge	Yerle?en Say?s?	% Oran	Yerle?enlerin ?kamet Ettikleri ?l	Ö?renim Durumu	Tercih S?ras?	Tercih Eden Say?s?	Üniversite	Tercih Say?s?	Kontenjan Ba??na Tercih Say?s?	Program	Tercih Oran?
13987	Makine Muhendisligi	cmeslek_1	1	Kontenjan ve Yerle?en Say?lar?	0	Toplam	6.955	6.479																										
13987	Makine Muhendisligi	cmeslek_1	1	Kontenjan ve Yerle?en Say?lar?	0	Genel	6.666	6.314																										
13987	Makine Muhendisligi	cmeslek_1	1	Kontenjan ve Yerle?en Say?lar?	0	Okul Birincisi	178	75																										
13987	Makine Muhendisligi	cmeslek_1	1	Kontenjan ve Yerle?en Say?lar?	0	?ehit ve Gazi Yak?n?	30	12																										
13987	Makine Muhendisligi	cmeslek_1	1	Kontenjan ve Yerle?en Say?lar?	0	Depremzede Aday	81	78																										
13987	Makine Muhendisligi	cmeslek_1	1	Kontenjan ve Yerle?en Say?lar?	0	Otuz Dört Ya? Üstü Kad?n	---	---																										
13987	Makine Muhendisligi	cmeslek_2	2	Üniversite Türlerine Göre Kontenjan Say?lar?	0				Toplam	6.666	178	30	---	81	6.955																			
13987	Makine Muhendisligi	cmeslek_2	2	Üniversite Türlerine Göre Kontenjan Say?lar?	0				Devlet	5.054	178	---	---	46	5.278																			
13987	Makine Muhendisligi	cmeslek_2	2	Üniversite Türlerine Göre Kontenjan Say?lar?	0				Vak?f	1.475	---	30	---	35	1.54																			
13987	Makine Muhendisligi	cmeslek_2	2	Üniversite Türlerine Göre Kontenjan Say?lar?	0				KKTC	100	---	---	---	---	100																			
13987	Makine Muhendisligi	cmeslek_2	2	Üniversite Türlerine Göre Kontenjan Say?lar?	0				Yurt D???	16	---	---	---	---	16																			
13987	Makine Muhendisligi	cmeslek_2	2	Üniversite Türlerine Göre Kontenjan Say?lar?	0				Uluslararas? Ortak Program	15	---	---	---	---	15																			
13987	Makine Muhendisligi	cmeslek_2	2	Üniversite Türlerine Göre Kontenjan Say?lar?	0				KKTC Uyruklu	6	---	---	---	---	6																			
13987	Makine Muhendisligi	cmeslek_3	3	Üniversite Türlerine Göre Yerle?en Say?lar?	0				Toplam	6.314	75	12	---	78		6.479																		
13987	Makine Muhendisligi	cmeslek_3	3	Üniversite Türlerine Göre Yerle?en Say?lar?	0				Devlet	5.06	75	---	---	43		5.178																		
13987	Makine Muhendisligi	cmeslek_3	3	Üniversite Türlerine Göre Yerle?en Say?lar?	0				Vak?f	1.188	---	12	---	35		1.235																		
13987	Makine Muhendisligi	cmeslek_3	3	Üniversite Türlerine Göre Yerle?en Say?lar?	0				KKTC	47	---	---	---	---		47																		
13987	Makine Muhendisligi	cmeslek_3	3	Üniversite Türlerine Göre Yerle?en Say?lar?	0				Yurt D???	2	---	---	---	---		2																		
13987	Makine Muhendisligi	cmeslek_3	3	Üniversite Türlerine Göre Yerle?en Say?lar?	0				Uluslararas? Ortak Program	15	---	---	---	---		15																		
13987	Makine Muhendisligi	cmeslek_3	3	Üniversite Türlerine Göre Yerle?en Say?lar?	0				KKTC Uyruklu	2	---	---	---	---		2																		
13987	Makine Muhendisligi	cmeslek_4	4	Yerle?enlerin Puan Analizi	0				Toplam								"30,327,645"	"39,283,873"	"54,434,276"															
13987	Makine Muhendisligi	cmeslek_4	4	Yerle?enlerin Puan Analizi	0				Devlet								"30,383,781"	"39,575,788"	"54,434,276"															
13987	Makine Muhendisligi	cmeslek_4	4	Yerle?enlerin Puan Analizi	0				Vak?f								"30,327,645"	"38,119,338"	"54,368,558"															
13987	Makine Muhendisligi	cmeslek_4	4	Yerle?enlerin Puan Analizi	0				KKTC								"32,561,058"	"35,924,221"	"45,683,028"															
13987	Makine Muhendisligi	cmeslek_4	4	Yerle?enlerin Puan Analizi	0				Yurt D???								"35,986,286"	"33,703,268"	"35,986,286"															
13987	Makine Muhendisligi	cmeslek_4	4	Yerle?enlerin Puan Analizi	0				Uluslararas? Ortak Program								"42,671,669"	"43,907,427"	"4,733,026"															
13987	Makine Muhendisligi	cmeslek_4	4	Yerle?enlerin Puan Analizi	0				KKTC Uyruklu								"52,727,178"	"42,328,102"	"52,727,178"															
13987	Makine Muhendisligi	cmeslek_5	5	Yerle?enlerin Ba?ar? S?ras? Analizi	0				Toplam											296.977	127.194	259												
13987	Makine Muhendisligi	cmeslek_5	5	Yerle?enlerin Ba?ar? S?ras? Analizi	0				Devlet											295.047	121.994	259												
13987	Makine Muhendisligi	cmeslek_5	5	Yerle?enlerin Ba?ar? S?ras? Analizi	0				Vak?f											296.977	148.029	303												
13987	Makine Muhendisligi	cmeslek_5	5	Yerle?enlerin Ba?ar? S?ras? Analizi	0				KKTC											228.966	179.479	40.039												
13987	Makine Muhendisligi	cmeslek_5	5	Yerle?enlerin Ba?ar? S?ras? Analizi	0				Yurt D???											156.148	208.631	156.148												
13987	Makine Muhendisligi	cmeslek_5	5	Yerle?enlerin Ba?ar? S?ras? Analizi	0				Uluslararas? Ortak Program											68.807	56.845	26.957												
13987	Makine Muhendisligi	cmeslek_5	5	Yerle?enlerin Ba?ar? S?ras? Analizi	0				KKTC Uyruklu											2.448	124.349	2.448												
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Toplam	6.479	"% 100,0"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Akdeniz	851	"% 13,1"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Do?u Anadolu	149	"% 2,3"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Ege	906	"% 14,0"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Güneydo?u Anadolu	275	"% 4,2"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		?ç Anadolu	1.562	"% 24,1"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Karadeniz	546	"% 8,4"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Marmara	2.186	"% 33,7"									
13987	Makine Muhendisligi	cmeslek_6	6	Bölgelere Göre Yerle?me ?statistikleri	0																		Di?er	4	"% 0,1"									
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			6.479	"% 100,0"	Toplam								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			205	"% 3,2"	Adana								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			16	"% 0,2"	Ad?yaman								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			43	"% 0,7"	Afyonkarahisar								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			4	"% 0,1"	A?r?								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			38	"% 0,6"	Aksaray								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			18	"% 0,3"	Amasya								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			942	"% 14,5"	Ankara								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			207	"% 3,2"	Antalya								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			5	"% 0,1"	Ardahan								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			10	"% 0,2"	Artvin								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			88	"% 1,4"	Ayd?n								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			98	"% 1,5"	Bal?kesir								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			5	"% 0,1"	Bart?n								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			11	"% 0,2"	Batman								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			2	"% 0,0"	Bayburt								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			15	"% 0,2"	Bilecik								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			7	"% 0,1"	Bingöl								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			4	"% 0,1"	Bitlis								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			27	"% 0,4"	Bolu								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			9	"% 0,1"	Burdur								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			359	"% 5,5"	Bursa								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			37	"% 0,6"	Çanakkale								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			8	"% 0,1"	Çank?r?								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			47	"% 0,7"	Çorum								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			98	"% 1,5"	Denizli								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			43	"% 0,7"	Diyarbak?r								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			28	"% 0,4"	Düzce								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			20	"% 0,3"	Edirne								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			16	"% 0,2"	Elaz??								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			19	"% 0,3"	Erzincan								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			21	"% 0,3"	Erzurum								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			99	"% 1,5"	Eski?ehir								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			141	"% 2,2"	Gaziantep								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			26	"% 0,4"	Giresun								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			4	"% 0,1"	Gümü?hane								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			1	"% 0,0"	Hakkari								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			114	"% 1,8"	Hatay								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			2	"% 0,0"	I?d?r								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			26	"% 0,4"	Isparta								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			1.199	"% 18,5"	?stanbul								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			436	"% 6,7"	?zmir								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			62	"% 1,0"	Kahramanmara?								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			18	"% 0,3"	Karabük								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			15	"% 0,2"	Karaman								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			7	"% 0,1"	Kars								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			28	"% 0,4"	Kastamonu								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			107	"% 1,7"	Kayseri								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			36	"% 0,6"	K?r?kkale								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			22	"% 0,3"	K?rklareli								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			17	"% 0,3"	K?r?ehir								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			5	"% 0,1"	Kilis								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			228	"% 3,5"	Kocaeli								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			207	"% 3,2"	Konya								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			35	"% 0,5"	Kütahya								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			40	"% 0,6"	Malatya								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			110	"% 1,7"	Manisa								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			17	"% 0,3"	Mardin								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			192	"% 3,0"	Mersin								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			70	"% 1,1"	Mu?la								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			5	"% 0,1"	Mu?								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			16	"% 0,2"	Nev?ehir								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			17	"% 0,3"	Ni?de								
13987	Makine Muhendisligi	cmeslek_7	7	?llere Göre Yerle?me ?statistikleri	0																			49	"% 0,8"	Ordu								
